buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,109,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,1572,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,1777,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,2274,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,2356,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,2757,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,4117,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,4777,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,6092,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,11058,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,21654,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,59187,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,80134,,ANTHEM,744.8
BUY,WHITEOAK CAPITAL MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,262661,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,214923,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,222420,,ANTHEM,744.8
BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,18-Jun-2026,Anthem Biosciences Ltd,465712,,ANTHEM,744.8
BUY,KOTAK MAHINDRA MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,1342643,,ANTHEM,744.8
BUY,MAHINDRA MANULIFE MUTUAL  FUND,18-Jun-2026,Anthem Biosciences Ltd,76741,,ANTHEM,744.8
BUY,MAHINDRA MANULIFE MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,76741,,ANTHEM,744.8
BUY,MAHINDRA MANULIFE MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,191527,,ANTHEM,744.8
BUY,MAHINDRA MANULIFE MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,230223,,ANTHEM,744.8
BUY,MAHINDRA MANULIFE MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,767411,,ANTHEM,744.8
BUY,MANULIFE GLOBAL FUND INDIA EQUITY FUND,18-Jun-2026,Anthem Biosciences Ltd,195802,,ANTHEM,744.8
BUY,MANULIFE PROVIDENT FUNDS UNIT TRUST SERIES - MANULIFE INDIA EQUITY FUND,18-Jun-2026,Anthem Biosciences Ltd,14685,,ANTHEM,744.8
BUY,NORDEA 1 SICAV - INDIAN EQUITY FUND,18-Jun-2026,Anthem Biosciences Ltd,685307,,ANTHEM,744.8
BUY,PI OPPORTUNITIES AIF V LLP,18-Jun-2026,Anthem Biosciences Ltd,805586,,ANTHEM,744.8
BUY,PRUDENTIAL HONG KONG LIMITED,18-Jun-2026,Anthem Biosciences Ltd,1020409,,ANTHEM,744.8
BUY,SBI MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,6500,,ANTHEM,744.8
BUY,SBI MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,24000,,ANTHEM,744.8
BUY,SBI MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,240000,,ANTHEM,744.8
BUY,SBI MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,299000,,ANTHEM,744.8
BUY,SBI MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,305000,,ANTHEM,744.8
BUY,SBI MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,742116,,ANTHEM,744.8
BUY,SBI MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,1078000,,ANTHEM,744.8
BUY,SOCIAL PROTECTION FUND,18-Jun-2026,Anthem Biosciences Ltd,44056,,ANTHEM,744.8
BUY,SOCIETE GENERALE,18-Jun-2026,Anthem Biosciences Ltd,335661,,ANTHEM,744.8
BUY,UTI MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,49728,,ANTHEM,744.8
BUY,UTI MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,532377,,ANTHEM,744.8
BUY,UTI MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,760538,,ANTHEM,744.8
BUY,WHITEOAK CAPITAL MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,18635,,ANTHEM,744.8
BUY,WHITEOAK CAPITAL MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,61318,,ANTHEM,744.8
BUY,WHITEOAK CAPITAL MUTUAL FUND,18-Jun-2026,Anthem Biosciences Ltd,100458,,ANTHEM,744.8
SELL,ARUNA GANESH,18-Jun-2026,Anthem Biosciences Ltd,17114604,,ANTHEM,744.8
